BBS;Uniprot_ID;Specie_ID;Specie;Rank_1;Rank_2;Transcrit_ID;Gene_ID;Gene_length;%GC;Nbr_exon;Exon_length;Intron_length;Total_error;Err_Nter;Err_Interne;Err_Cter;Type;Repeats/Low_complexity;UDT;Protein_length;5' UTR;3' UTR
BBS1;A0A0M9GAT6_9TRYP;9TRYP;Leptomonas pyrrhocoris;Euglenozoa;Kinetoplastida;KPA86510;ABB37_00656;2069;58.29;1;2069.0;0;0;0;0;0;Confirmed;0;0;592;True;False
BBS5;A0A0N0VDQ8_9TRYP;9TRYP;Leptomonas pyrrhocoris;Euglenozoa;Kinetoplastida;KPA75724;ABB37_08271;1326;64.18;1;1326.0;0;1;0;1;0;Unconfirmed;0;0;441;False;False
BBS20;A0A0M9GA52_9TRYP;9TRYP;Leptomonas pyrrhocoris;Euglenozoa;Kinetoplastida;KPA85786;ABB37_00136;2035;60.29;1;2035.0;0;0;0;0;0;Confirmed;0;0;596;True;False
BBS3;S9WFZ2_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY34640;STCU_01462;633;58.77;1;633.0;0;2;1;1;0;Unconfirmed;0;0;210;False;False
BBS4;S9W7J6_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY31980;STCU_03043;1590;69.94;1;1590.0;0;0;0;0;0;Confirmed;0;0;529;False;False
BBS20;S9U239_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY23003;STCU_07955;1770;66.67;1;1770.0;0;0;0;0;0;Confirmed;0;0;589;False;False
BBS9;S9VQT5_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY25565;STCU_06678;2541;58.17;1;2541.0;0;2;0;2;0;Unconfirmed;0;0;846;False;False
BBS19;S9UWW3_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY33259;STCU_02369;546;52.2;1;546.0;0;0;0;0;0;Confirmed;0;0;178;False;False
BBS3;S9URU1_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY33642;STCU_02116;390;63.59;1;390.0;0;1;1;0;0;Unconfirmed;0;0;129;False;False
BBS1;S9U0A0_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY24162;STCU_07315;1308;64.14;1;1308.0;0;2;1;1;0;Unconfirmed;0;0;435;False;False
BBS1;S9UFH8_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY27633;STCU_05653;1866;63.13;1;1866.0;0;1;0;1;0;Unconfirmed;0;0;621;False;False
BBS1;S9U312_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY23333;STCU_07759;1350;62.59;1;1350.0;0;1;0;0;1;Unconfirmed;0;0;450;False;False
BBS8;S9TWC6_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY22782;STCU_08133;1314;69.25;1;1314.0;0;4;1;3;0;Unconfirmed;0;0;437;False;False
BBS5;S9UUW0_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;EPY32678;STCU_02759;1158;65.89;1;1158.0;0;1;0;1;0;Unconfirmed;0;0;385;False;False
BBS1;S9WN89_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY37445;AGDE_06489;1938;52.27;1;1938.0;0;1;0;1;0;Unconfirmed;0;0;645;False;False
BBS5;S9W6M0_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY34891;AGDE_07745;1077;59.15;1;1077.0;0;0;0;0;0;Confirmed;0;0;358;False;False
BBS4;S9WLZ2_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY40111;AGDE_03817;1761;60.93;1;1761.0;0;0;0;0;0;Confirmed;0;0;586;False;False
BBS1;S9VGG5_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY41902;AGDE_02021;1857;52.45;1;1857.0;0;2;0;1;1;Unconfirmed;0;0;618;False;False
BBS8;S9WR29_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY38405;AGDE_05524;1338;57.32;1;1338.0;0;4;1;3;0;Unconfirmed;0;0;445;False;False
BBS2;S9UEA4_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY27044;AGDE_10963;2337;55.71;1;2337.0;0;3;1;2;0;Unconfirmed;0;0;778;False;False
BBS1;S9U7B2_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY24679;AGDE_12226;1314;53.65;1;1314.0;0;2;1;1;0;Unconfirmed;0;0;437;False;False
BBS19;S9VEE0_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY39394;AGDE_04534;546;47.62;1;546.0;0;0;0;0;0;Confirmed;0;0;178;False;False
BBS5;S9VIN4_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY38140;AGDE_05791;1077;59.15;1;1077.0;0;0;0;0;0;Confirmed;0;0;358;False;False
BBS20;S9VQC5_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY25430;AGDE_11777;1281;60.89;1;1281.0;0;1;0;0;1;Unconfirmed;0;0;426;False;False
BBS4;S9UYL4_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY35947;AGDE_07159;1737;60.1;1;1737.0;0;0;0;0;0;Confirmed;0;0;578;False;False
BBS2;S9WXN6_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY40825;AGDE_03101;1779;55.71;1;1779.0;0;2;0;2;0;Unconfirmed;0;0;592;False;False
BBS20;S9VG80_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY26021;AGDE_11580;1056;58.9;1;1056.0;0;1;1;0;0;Unconfirmed;0;0;351;False;False
BBS9;S9UX65_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY33473;AGDE_08266;2340;54.23;1;2340.0;0;4;0;3;1;Unconfirmed;0;0;779;False;False
BBS7;S9UG30_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY29792;AGDE_09819;2043;57.76;1;2043.0;0;1;0;1;0;Unconfirmed;0;0;680;False;False
BBS20;S9UZY7_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;EPY34338;AGDE_07966;1740;59.37;1;1740.0;0;0;0;0;0;Confirmed;0;0;579;False;False
BBS3;A0A0N0P4P7_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI85546;ABL78_5395;546;53.3;1;546.0;0;1;1;0;0;Unconfirmed;0;0;181;False;False
BBS19;A0A0N0P3G2_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI84089;ABL78_6867;555;55.32;1;555.0;0;0;0;0;0;Confirmed;0;0;178;False;False
BBS9;A0A0N1PFT7_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI90841;ABL78_0074;2751;58.05;1;2751.0;0;3;0;3;0;Unconfirmed;0;0;916;False;False
BBS1;A0A0N1IJK5_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI85782;ABL78_5139;1779;57.62;1;1779.0;0;0;0;0;0;Confirmed;0;0;592;False;False
BBS4;A0A0N1PED7_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI88591;ABL78_2324;1473;58.04;1;1473.0;0;0;0;0;0;Confirmed;0;0;490;False;False
BBS17;A0A0N1I805_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI87630;ABL78_3287;837;62.6;1;837.0;0;1;0;1;0;Unconfirmed;0;0;274;False;False
BBS7;A0A0N1I7W9_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI89792;ABL78_1055;2535;60.0;1;2535.0;0;0;0;0;0;Confirmed;0;0;844;False;False
BBS20;A0A0N0P3E7_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI84039;ABL78_6904;1791;59.24;1;1791.0;0;0;0;0;0;Confirmed;0;0;596;False;False
BBS8;A0A0N1IKM3_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI86400;ABL78_4551;2013;62.39;1;2013.0;0;4;1;3;0;Unconfirmed;0;0;670;False;False
BBS5;A0A0N0P2P9_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI83209;ABL78_7766;1257;61.02;1;1257.0;0;1;0;1;0;Unconfirmed;0;0;418;False;False
BBS2;A0A0N1PCK5_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;KPI88725;ABL78_2185;2472;60.88;1;2472.0;0;7;1;6;0;Unconfirmed;0;0;823;False;False
BBS20;Q4DFM2_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN91310;Tc00.1047053508323.20;1788;55.76;1;1788.0;0;0;0;0;0;Confirmed;0;0;595;False;False
BBS9;Q4DNK9_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN94101;Tc00.1047053506871.40;2505;47.62;1;2505.0;0;1;0;1;0;Unconfirmed;0;0;834;False;False
BBS8;Q4CYP7_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN85397;Tc00.1047053503657.20;1635;52.84;1;1635.0;0;2;1;1;0;Unconfirmed;0;0;544;False;False
BBS5;Q4E5P7_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAO00071;Tc00.1047053506529.330;1122;54.72;1;1122.0;0;0;0;0;0;Confirmed;0;0;373;False;False
BBS9;Q4CTU0_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN83692;Tc00.1047053507507.30;2505;47.35;1;2505.0;0;1;0;1;0;Unconfirmed;0;0;834;False;False
BBS3;Q4D0P3_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN86095;Tc00.1047053508961.4;599;48.75;1;599.0;0;2;1;1;0;Unconfirmed;0;0;200;False;False
BBS1;Q4E4V4_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN99754;Tc00.1047053508461.100;1761;46.39;1;1761.0;0;0;0;0;0;Confirmed;0;0;586;False;False
BBS19;Q4D092_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN85941;Tc00.1047053507795.30;552;53.26;1;552.0;0;0;0;0;0;Confirmed;0;0;178;False;False
BBS4;Q4E4D8_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN99626;Tc00.1047053510187.130;1464;52.46;1;1464.0;0;0;0;0;0;Confirmed;0;0;487;False;False
BBS2;Q4D758_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN88351;Tc00.1047053504071.20;2274;53.47;1;2274.0;0;1;0;1;0;Unconfirmed;0;0;757;False;False
BBS7;Q4D247_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN86603;Tc00.1047053503811.70;2283;52.83;1;2283.0;0;0;0;0;0;Confirmed;0;0;760;False;False
BBS20;Q4CXZ7_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN85152;Tc00.1047053511823.79;707;55.45;1;707.0;0;1;1;0;0;Unconfirmed;0;0;234;True;False
BBS20;Q4DQ54_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN94655;Tc00.1047053511825.4;816;57.72;1;816.0;0;1;0;0;1;Unconfirmed;0;0;272;False;False
BBS19;Q4CTS4_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN83680;Tc00.1047053510647.60;552;52.36;1;552.0;0;0;0;0;0;Confirmed;0;0;178;False;False
BBS3;Q4D5L0_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN87813;Tc00.1047053508839.60;597;48.74;1;597.0;0;2;1;1;0;Unconfirmed;0;0;198;False;False
BBS7;Q4DW95_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN96795;Tc00.1047053506989.130;2319;53.21;1;2319.0;0;0;0;0;0;Confirmed;0;0;772;False;False
BBS5;Q4E2P4_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN99019;Tc00.1047053510889.20;1122;55.35;1;1122.0;0;0;0;0;0;Confirmed;0;0;373;False;False
BBS8;Q4E3Y7_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;EAN99514;Tc00.1047053511127.360;1986;50.6;1;1986.0;0;2;1;1;0;Unconfirmed;0;0;661;False;False
BBS20;K2MWH7_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF39568;MOQ_000200;1791;55.56;1;1791.0;0;0;0;0;0;Confirmed;0;0;596;False;False
BBS9;V5B167_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS66920;TCDM_04451;2505;47.5;1;2505.0;0;1;0;1;0;Unconfirmed;0;0;834;False;False
BBS4;V5DCK5_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS65151;TCDM_06587;1464;52.12;1;1464.0;0;0;0;0;0;Confirmed;0;0;487;False;False
BBS9;K2N5E1_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF33214;MOQ_002925;2505;46.43;1;2505.0;0;1;0;1;0;Unconfirmed;0;0;834;False;False
BBS8;K2NCL3_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF26797;MOQ_009497;1644;50.61;1;1644.0;0;2;1;1;0;Unconfirmed;0;0;547;False;False
BBS7;V5BKF4_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS68259;TCDM_03029;2280;52.89;1;2280.0;0;0;0;0;0;Confirmed;0;0;759;False;False
BBS4;K2MSG2_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF30005;MOQ_006186;1440;52.43;1;1440.0;0;0;0;0;0;Confirmed;0;0;479;False;False
BBS7;K2NW30_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF33087;MOQ_003054;2283;53.0;1;2283.0;0;0;0;0;0;Confirmed;0;0;760;False;False
BBS8;V5DJG5_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS67531;TCDM_03799;1908;50.84;1;1908.0;0;2;1;1;0;Unconfirmed;0;0;635;False;False
BBS2;V5D873_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS63651;TCDM_08471;2274;53.3;1;2274.0;0;1;0;1;0;Unconfirmed;0;0;757;False;False
BBS1;V5DUI8_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS71051;TCDM_00062;1761;46.68;1;1761.0;0;0;0;0;0;Confirmed;0;0;586;False;False
BBS2;K2NFA3_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF37965;MOQ_001834;2274;53.91;1;2274.0;0;1;0;1;0;Unconfirmed;0;0;757;False;False
BBS1;K2NS17_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF31792;MOQ_004366;1761;45.54;1;1761.0;0;0;0;0;0;Confirmed;0;0;586;False;False
BBS5;V5BJR9_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS66387;TCDM_05013;1122;54.81;1;1122.0;0;0;0;0;0;Confirmed;0;0;373;False;False
BBS5;K2MXI1_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;EKF30504;MOQ_005681;1122;53.83;1;1122.0;0;0;0;0;0;Confirmed;0;0;373;False;False
BBS20;V5B464_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;ESS62404;TCDM_09928;1788;55.7;1;1788.0;0;0;0;0;0;Confirmed;0;0;595;False;False
BBS7;A0A061J2T5_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL08615;TRSC58_03679;2256;57.98;1;2256.0;0;0;0;0;0;Confirmed;0;0;751;False;False
BBS2;A0A061IYN2_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL07185;TRSC58_05132;2373;57.52;1;2373.0;0;2;1;1;0;Unconfirmed;0;0;790;False;False
BBS3;A0A061IYH0_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL07115;TRSC58_05202;582;53.26;1;582.0;0;1;1;0;0;Unconfirmed;0;0;193;False;False
BBS20;A0A061IRX7_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL05333;TRSC58_07021;1806;53.88;1;1806.0;0;1;0;1;0;Unconfirmed;0;0;601;False;False
BBS1;A0A061J9B9_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL09887;TRSC58_02388;1761;48.72;1;1761.0;0;0;0;0;0;Confirmed;0;0;586;False;False
BBS8;A0A061J5J6_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL09421;TRSC58_02856;1629;59.12;1;1629.0;0;2;1;1;0;Unconfirmed;0;0;542;False;False
BBS5;A0A061IYK7_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL06956;TRSC58_05362;1131;61.63;1;1131.0;0;0;0;0;0;Confirmed;0;0;376;False;False
BBS4;A0A061J9H1_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL10756;TRSC58_01505;1377;53.59;1;1377.0;0;0;0;0;0;Confirmed;0;0;458;False;False
BBS9;A0A061J5Y7_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL08707;TRSC58_03587;2529;50.69;1;2529.0;0;1;0;1;0;Unconfirmed;0;0;842;False;False
BBS20;A0A061IZW5_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;ESL07570;TRSC58_04738;1281;54.22;1;1281.0;0;2;0;1;1;Unconfirmed;1;0;426;False;False
BBS5;V6U1A3_GIAIN;GIAIN;Giardia intestinalis;Diplomonadida;Hexamitidae;ESU44629;GSB_150986;1332;45.57;1;1332.0;0;7;1;6;0;Unconfirmed;0;0;443;False;False
BBS8;V6TXM2_GIAIN;GIAIN;Giardia intestinalis;Diplomonadida;Hexamitidae;ESU43122;GSB_150413;1794;47.44;1;1794.0;0;8;1;7;0;Unconfirmed;0;0;597;False;False
BBS13;D2UZG5_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC50144;NAEGRDRAFT_29577;594;36.36;1;594.0;0;1;1;0;0;Unconfirmed;0;0;197;False;False
BBS8;D2VRJ0_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC40610;NAEGRDRAFT_80979;1695;36.93;1;1695.0;0;1;1;0;0;Unconfirmed;0;0;564;False;False
BBS17;D2V1M3_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC49337;NAEGRDRAFT_56805;1067;34.3;2;491.0;85.0;2;1;1;0;Unconfirmed;0;0;320;False;True
BBS9;D2VRF8_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC40663;NAEGRDRAFT_80972;2732;34.55;5;511.0;44.2;2;0;2;0;Unconfirmed;0;0;846;False;True
BBS7;D2VGV9_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC44034;NAEGRDRAFT_68114;2281;32.18;4;539.2;41.3;3;0;3;0;Unconfirmed;0;0;718;False;False
BBS5;D2VIC7_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC43487;NAEGRDRAFT_34252;1147;32.43;3;353.0;44.0;0;0;0;0;Confirmed;0;0;352;False;False
BBS1;D2V8J4_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC46696;NAEGRDRAFT_65179;1680;35.71;1;1680.0;0;2;1;1;0;Unconfirmed;0;0;559;False;False
BBS21;D2UZA0_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC49909;NAEGRDRAFT_56610;951;35.65;1;951.0;0;1;0;1;0;Unconfirmed;0;0;254;False;True
BBS4;D2UXT8_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC50345;NAEGRDRAFT_28891;1368;34.8;1;1368.0;0;0;0;0;0;Confirmed;0;0;455;False;False
BBS2;D2VQK4_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC40965;NAEGRDRAFT_71257;2261;35.34;3;692.0;92.5;0;0;0;0;Confirmed;0;0;691;False;False
BBS3;D2UYR4_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC50833;NAEGRDRAFT_44202;540;36.3;1;540.0;0;1;1;0;0;Unconfirmed;0;0;179;False;False
BBS19;D2V9Y2_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;EFC46332;NAEGRDRAFT_32419;694;31.56;3;201.0;45.5;1;0;1;0;Unconfirmed;0;0;187;False;False
BBS13;A2E557_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY12265;TVAG_028180;1512;40.15;1;1512.0;0;0;0;0;0;Confirmed;0;0;503;False;False
BBS2;A2FHN7_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAX95581;TVAG_370850;2022;38.77;1;2022.0;0;5;0;5;0;Unconfirmed;0;0;673;False;False
BBS21;A2EVS0_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY03280;TVAG_299430;474;41.35;1;474.0;0;1;1;0;0;Unconfirmed;0;0;157;False;False
BBS1;A2FQ75_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAX92947;TVAG_489860;1698;38.1;1;1698.0;0;0;0;0;0;Confirmed;0;0;565;False;False
BBS4;A2D7W2_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY23395;TVAG_070580;1566;34.16;1;1566.0;0;0;0;0;0;Confirmed;0;0;410;False;False
BBS20;A2ERA0_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY04853;TVAG_226660;1530;40.33;1;1530.0;0;2;0;1;1;Unconfirmed;0;0;509;False;False
BBS5;A2FLN7_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAX94172;TVAG_315780;1065;34.93;1;1065.0;0;2;1;1;0;Unconfirmed;0;0;354;False;False
BBS21;A2DWY6_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY15013;TVAG_019130;642;35.83;1;642.0;0;0;0;0;0;Confirmed;0;0;213;False;False
BBS20;A2EKF6_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY06864;TVAG_340420;1506;42.76;1;1506.0;0;2;0;1;1;Unconfirmed;0;0;501;False;False
BBS9;A2EQS9_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY04975;TVAG_290450;2247;36.8;1;2247.0;0;0;0;0;0;Confirmed;0;0;748;False;False
BBS13;A2DE41_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY21259;TVAG_166340;1512;40.61;1;1512.0;0;0;0;0;0;Confirmed;0;0;503;False;False
BBS8;A2EWL4_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAY02968;TVAG_337680;1434;38.84;1;1434.0;0;1;0;1;0;Unconfirmed;0;0;477;False;False
BBS19;A2F554_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;EAX99947;TVAG_267160;567;35.8;1;567.0;0;0;0;0;0;Confirmed;0;0;183;False;False
BBS5;A8HWI3_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW81948;CHLRE_06g267550v5;3623;61.61;8;231.0;253.6;0;0;0;0;Confirmed;0;0;352;True;True
BBS17;A8HYK1_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW81567;CHLRE_06g252000v5;3013;62.79;8;192.2;210.7;1;0;1;0;Unconfirmed;0;0;326;True;True
BBS13;A8JDM5_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW74560;CHLRE_12g495401v5;3522;62.81;4;737.5;190.7;4;0;3;1;Unconfirmed;0;0;1828;True;True
BBS21;A8J6H2_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW70498;CHLRE_17g722400v5;2454;59.7;1;2454.0;0;1;0;1;0;Unconfirmed;0;0;257;True;True
BBS4;A8IYF1_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW76079;CHLRE_12g548650v5;5491;62.87;9;257.7;396.5;0;0;0;0;Confirmed;0;0;407;True;True
BBS20;IFT74_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW88405;CHLRE_01g027950v5;4795;63.17;10;275.0;227.2;1;0;1;0;Unconfirmed;0;0;641;True;True
BBS19;IFT27_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW88859;CHLRE_01g047950v5;1610;58.76;5;221.6;125.5;0;0;0;0;Confirmed;0;0;196;True;True
BBS2;A8HY05_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW81715;CHLRE_06g257250v5;7668;65.96;15;195.4;338.4;1;1;0;0;Unconfirmed;100;100;182;True;True
BBS3;A8JF99_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;PNW71682;CHLRE_16g664500v5;2635;57.34;6;261.2;213.6;0;0;0;0;Confirmed;0;0;180;True;True
BBS8;A0A0J8AZA9_BETVU;BETVU;Beta vulgaris subsp. vulgaris;Viridiplantae;Streptophyta;KMS94104;BVRB_024760;718;49.86;1;718.0;0;3;1;1;1;Unconfirmed;0;0;226;True;True
BBS11;A0A0L9UFN1_PHAAN;PHAAN;Phaseolus angularis;Viridiplantae;Streptophyta;KOM41533;LR48_Vigan04g173100;1680;46.19;1;1680.0;0;2;1;0;1;Unconfirmed;0;0;559;False;False
BBS11;D8RT29_SELML;SELML;Selaginella moellendorffii;Viridiplantae;Streptophyta;EFJ13262;SELMODRAFT_9032;201;57.71;1;201.0;0;2;1;0;1;Unconfirmed;0;0;67;False;False
